image_path,filename,lat,lon,geometry,in_grid
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.0443.png,28.2056_77.0443.png,28.2056,77.0443,POINT (111634.43960321636 3126320.9317748705),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.0557.png,28.2056_77.0557.png,28.2056,77.0557,POINT (112754.66325735126 3126284.3719532676),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.0645.png,28.2056_77.0645.png,28.2056,77.0645,POINT (113619.39146514243 3126256.2229194655),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.0733.png,28.2056_77.0733.png,28.2056,77.0733,POINT (114484.11459620047 3126228.1371234832),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.0821.png,28.2056_77.0821.png,28.2056,77.0821,POINT (115348.83266187058 3126200.114562863),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.0909.png,28.2056_77.0909.png,28.2056,77.0909,POINT (116213.54567350727 3126172.155235156),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.0944.png,28.2056_77.0944.png,28.2056,77.0944,POINT (116557.46421903139 3126161.0526234945),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1058.png,28.2056_77.1058.png,28.2056,77.1058,POINT (117677.65053128998 3126124.9591754824),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1146.png,28.2056_77.1146.png,28.2056,77.1146,POINT (118542.3499879291 3126097.170133361),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1234.png,28.2056_77.1234.png,28.2056,77.1234,POINT (119407.04443245009 3126069.444315151),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1322.png,28.2056_77.1322.png,28.2056,77.1322,POINT (120271.73387619742 3126041.7817184264),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1410.png,28.2056_77.1410.png,28.2056,77.141,POINT (121136.41833052546 3126014.182340769),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1443.png,28.2056_77.1443.png,28.2056,77.1443,POINT (121460.67371687858 3126003.8488723207),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1557.png,28.2056_77.1557.png,28.2056,77.1557,POINT (122580.82331002114 3125968.21983444),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1645.png,28.2056_77.1645.png,28.2056,77.1645,POINT (123445.49449594738 3125940.789268616),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1733.png,28.2056_77.1733.png,28.2056,77.1733,POINT (124310.16073410836 3125913.421913029),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1821.png,28.2056_77.1821.png,28.2056,77.1821,POINT (125174.82203585492 3125886.1177652865),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1909.png,28.2056_77.1909.png,28.2056,77.1909,POINT (126039.47841253661 3125858.876822999),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.1943.png,28.2056_77.1943.png,28.2056,77.1943,POINT (126373.54887782165 3125848.368840673),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2058.png,28.2056_77.2058.png,28.2056,77.2058,POINT (127503.4876711024 3125812.897058036),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2146.png,28.2056_77.2146.png,28.2056,77.2146,POINT (128368.1308401323 3125785.8263277058),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2234.png,28.2056_77.2234.png,28.2056,77.2234,POINT (129232.76912601321 3125758.8187940633),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2322.png,28.2056_77.2322.png,28.2056,77.2322,POINT (130097.40254009492 3125731.8744547474),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2410.png,28.2056_77.2410.png,28.2056,77.241,POINT (130962.0310937271 3125704.9933074014),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2444.png,28.2056_77.2444.png,28.2056,77.2444,POINT (131296.09082650294 3125694.6243331525),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2558.png,28.2056_77.2558.png,28.2056,77.2558,POINT (132416.16818603955 3125659.9266068856),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2646.png,28.2056_77.2646.png,28.2056,77.2646,POINT (133280.7837608626 3125633.2149173296),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2734.png,28.2056_77.2734.png,28.2056,77.2734,POINT (134145.39451702364 3125606.5664111185),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2822.png,28.2056_77.2822.png,28.2056,77.2822,POINT (135010.00046587223 3125579.9810859235),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2910.png,28.2056_77.2910.png,28.2056,77.291,POINT (135874.601618758 3125553.4589394196),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.2943.png,28.2056_77.2943.png,28.2056,77.2943,POINT (136198.82581694843 3125543.529422264),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3057.png,28.2056_77.3057.png,28.2056,77.3057,POINT (137318.86787848477 3125509.2958089705),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3145.png,28.2056_77.3145.png,28.2056,77.3145,POINT (138183.4562795933 3125482.942366943),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3233.png,28.2056_77.3233.png,28.2056,77.3233,POINT (139048.0399264003 3125456.652095124),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3321.png,28.2056_77.3321.png,28.2056,77.3321,POINT (139912.61883025104 3125430.424991214),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3409.png,28.2056_77.3409.png,28.2056,77.3409,POINT (140777.1930025001 3125404.2610529233),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3444.png,28.2056_77.3444.png,28.2056,77.3444,POINT (141121.05641743547 3125393.8724979283),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3558.png,28.2056_77.3558.png,28.2056,77.3558,POINT (142241.06351510953 3125360.104760976),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3646.png,28.2056_77.3646.png,28.2056,77.3646,POINT (143105.62500073115 3125334.110927818),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3734.png,28.2056_77.3734.png,28.2056,77.3734,POINT (143970.18179666856 3125308.180251859),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3822.png,28.2056_77.3822.png,28.2056,77.3822,POINT (144834.73391426646 3125282.3127308316),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3910.png,28.2056_77.3910.png,28.2056,77.391,POINT (145699.28136487975 3125256.5083624753),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.3943.png,28.2056_77.3943.png,28.2056,77.3943,POINT (146023.4854579678 3125246.848005429),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4057.png,28.2056_77.4057.png,28.2056,77.4057,POINT (147143.45820507046 3125213.544189928),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4145.png,28.2056_77.4145.png,28.2056,77.4145,POINT (148007.99324833084 3125187.908456869),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4233.png,28.2056_77.4233.png,28.2056,77.4233,POINT (148872.5236662638 3125162.3358682287),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4321.png,28.2056_77.4321.png,28.2056,77.4321,POINT (149737.04947021924 3125136.826421772),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4409.png,28.2056_77.4409.png,28.2056,77.4409,POINT (150601.5706715475 3125111.38011527),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4443.png,28.2056_77.4443.png,28.2056,77.4443,POINT (150935.58899634692 3125101.565497442),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4558.png,28.2056_77.4558.png,28.2056,77.4558,POINT (152065.35178882955 3125068.4388460843),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4646.png,28.2056_77.4646.png,28.2056,77.4646,POINT (152929.8606508929 3125043.1625759127),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4734.png,28.2056_77.4734.png,28.2056,77.4734,POINT (153794.36495224433 3125017.9494375098),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4822.png,28.2056_77.4822.png,28.2056,77.4822,POINT (154658.86470423883 3124992.7994286707),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4910.png,28.2056_77.4910.png,28.2056,77.491,POINT (155523.35991822183 3124967.7125471975),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.4944.png,28.2056_77.4944.png,28.2056,77.4944,POINT (155857.36821976252 3124958.036794767),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5058.png,28.2056_77.5058.png,28.2056,77.5058,POINT (156977.27348464786 3124925.663330391),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5146.png,28.2056_77.5146.png,28.2056,77.5146,POINT (157841.75658455322 3124900.745734227),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5234.png,28.2056_77.5234.png,28.2056,77.5234,POINT (158706.23518823634 3124875.891257384),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5322.png,28.2056_77.5322.png,28.2056,77.5322,POINT (159570.70930705208 3124851.0998976897),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5410.png,28.2056_77.5410.png,28.2056,77.541,POINT (160435.17895234574 3124826.371652978),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5443.png,28.2056_77.5443.png,28.2056,77.5443,POINT (160759.35391831957 3124817.1148326006),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5557.png,28.2056_77.5557.png,28.2056,77.5557,POINT (161879.22625381005 3124785.2050122605),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5645.png,28.2056_77.5645.png,28.2056,77.5645,POINT (162743.6840083996 3124760.6453026645),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5733.png,28.2056_77.5733.png,28.2056,77.5733,POINT (163608.137331133 3124736.1487001446),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5821.png,28.2056_77.5821.png,28.2056,77.5821,POINT (164472.58623335656 3124711.715202562),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5909.png,28.2056_77.5909.png,28.2056,77.5909,POINT (165337.03072642186 3124687.344807781),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.5944.png,28.2056_77.5944.png,28.2056,77.5944,POINT (165680.84265403578 3124677.6695765294),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.6058.png,28.2056_77.6058.png,28.2056,77.6058,POINT (166800.68240378256 3124646.2251683143),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.6146.png,28.2056_77.6146.png,28.2056,77.6146,POINT (167665.11507863057 3124622.024710275),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.6234.png,28.2056_77.6234.png,28.2056,77.6234,POINT (168529.54338623933 3124597.8873472),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.6322.png,28.2056_77.6322.png,28.2056,77.6322,POINT (169393.96733795904 3124573.8130769795),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.6410.png,28.2056_77.6410.png,28.2056,77.641,POINT (170258.38694514043 3124549.80189751),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2056_77.6443.png,28.2056_77.6443.png,28.2056,77.6443,POINT (170582.54318007315 3124540.813970365),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.8558.png,28.2090_76.8558.png,28.209,76.8558,POINT (93123.10148748313 3127318.0381745026),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.8646.png,28.2090_76.8646.png,28.209,76.8646,POINT (93987.92046732496 3127288.449633356),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.8734.png,28.2090_76.8734.png,28.209,76.8734,POINT (94852.73411375663 3127258.9243922685),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.8822.png,28.2090_76.8822.png,28.209,76.8822,POINT (95717.54243812064 3127229.4624486584),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.8910.png,28.2090_76.8910.png,28.209,76.891,POINT (96582.34545176825 3127200.063799947),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.8943.png,28.2090_76.8943.png,28.209,76.8943,POINT (96906.64521503146 3127189.055624371),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9057.png,28.2090_76.9057.png,28.209,76.9057,POINT (98026.94776257814 3127151.095861814),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9145.png,28.2090_76.9145.png,28.209,76.9145,POINT (98891.73664980067 3127121.8662266675),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9233.png,28.2090_76.9233.png,28.209,76.9233,POINT (99756.52026794909 3127092.69987701),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9321.png,28.2090_76.9321.png,28.209,76.9321,POINT (100621.29862837424 3127063.59681029),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9409.png,28.2090_76.9409.png,28.209,76.9409,POINT (101486.07174241962 3127034.557023963),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9443.png,28.2090_76.9443.png,28.209,76.9443,POINT (101820.18722472218 3127023.3540537474),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9558.png,28.2090_76.9558.png,28.209,76.9558,POINT (102950.27792595455 3126985.531659389),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9646.png,28.2090_76.9646.png,28.209,76.9646,POINT (103815.0369669781 3126956.6622860483),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9734.png,28.2090_76.9734.png,28.209,76.9734,POINT (104679.79080352659 3126927.856183748),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9822.png,28.2090_76.9822.png,28.209,76.9822,POINT (105544.53944694804 3126899.113349969),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9910.png,28.2090_76.9910.png,28.209,76.991,POINT (106409.282908589 3126870.433782198),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.9944.png,28.2090_76.9944.png,28.209,76.9944,POINT (106743.38695158157 3126859.3699834878),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0058.png,28.2090_77.0058.png,28.209,77.0058,POINT (107863.61253061699 3126822.3426320376),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0146.png,28.2090_77.0146.png,28.209,77.0146,POINT (108728.34215168504 3126793.8327198275),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0234.png,28.2090_77.0234.png,28.209,77.0234,POINT (109593.066632748 3126765.386064418),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0322.png,28.2090_77.0322.png,28.209,77.0322,POINT (110457.78598515398 3126737.002663322),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0410.png,28.2090_77.0410.png,28.209,77.041,POINT (111322.50022024958 3126708.682514057),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0443.png,28.2090_77.0443.png,28.209,77.0443,POINT (111646.76674142067 3126698.0787646896),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0557.png,28.2090_77.0557.png,28.209,77.0557,POINT (112766.95466191333 3126661.5160644236),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0645.png,28.2090_77.0645.png,28.209,77.0645,POINT (113631.65528707422 3126633.364814175),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0733.png,28.2090_77.0733.png,28.209,77.0733,POINT (114496.3508365741 3126605.2768066963),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0821.png,28.2090_77.0821.png,28.209,77.0821,POINT (115361.04132175638 3126577.2520395294),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0909.png,28.2090_77.0909.png,28.209,77.0909,POINT (116225.7267539727 3126549.290510224),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0944.png,28.2090_77.0944.png,28.209,77.0944,POINT (116569.63433070533 3126538.1870243037),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1058.png,28.2090_77.1058.png,28.209,77.1058,POINT (117689.78491720941 3126502.090734132),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1146.png,28.2090_77.1146.png,28.209,77.1146,POINT (118554.45679729129 3126474.299503743),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1234.png,28.2090_77.1234.png,28.209,77.1234,POINT (119419.12366631365 3126446.5715022148),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1322.png,28.2090_77.1322.png,28.209,77.1322,POINT (120283.78553561837 3126418.9067271217),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1410.png,28.2090_77.1410.png,28.209,77.141,POINT (121148.44241655752 3126391.305176045),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1443.png,28.2090_77.1443.png,28.209,77.1443,POINT (121472.68746316107 3126380.970893841),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1557.png,28.2090_77.1557.png,28.209,77.1557,POINT (122592.80133830424 3126345.3390501575),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1645.png,28.2090_77.1645.png,28.209,77.1645,POINT (123457.44495364407 3126317.9063241323),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1733.png,28.2090_77.1733.png,28.209,77.1733,POINT (124322.08362226328 3126290.536813293),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1821.png,28.2090_77.1821.png,28.209,77.1821,POINT (125186.71735551057 3126263.230515247),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1909.png,28.2090_77.1909.png,28.209,77.1909,POINT (126051.34616473282 3126235.9874276076),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.1943.png,28.2090_77.1943.png,28.209,77.1943,POINT (126385.40597923199 3126225.47861772),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2058.png,28.2090_77.2058.png,28.209,77.2058,POINT (127515.30874894216 3126190.004041456),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2146.png,28.2090_77.2146.png,28.209,77.2146,POINT (128379.9243533017 3126162.9311791034),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2234.png,28.2090_77.2234.png,28.209,77.2234,POINT (129244.53507554327 3126135.9215183877),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2322.png,28.2090_77.2322.png,28.209,77.2322,POINT (130109.14092701417 3126108.975056947),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2410.png,28.2090_77.2410.png,28.209,77.241,POINT (130973.74191906181 3126082.091792428),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2444.png,28.2090_77.2444.png,28.209,77.2444,POINT (131307.79100331804 3126071.7220015046),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2558.png,28.2090_77.2558.png,28.209,77.2558,POINT (132427.83266010793 3126037.021542372),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2646.png,28.2090_77.2646.png,28.209,77.2646,POINT (133292.42067608674 3126010.307748915),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2734.png,28.2090_77.2734.png,28.209,77.2734,POINT (134157.0038744206 3125983.657143754),True
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2822.png,28.2090_77.2822.png,28.209,77.2822,POINT (135021.58226645703 3125957.069724558),True
