image_path,filename,lat,lon,esa_code,label_name,nodata_ratio,split
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5590_77.3233.png,28.5590_77.3233.png,28.559,77.3233,10,Tree cover,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8266_76.9734.png,28.8266_76.9734.png,28.8266,76.9734,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7855_77.5058.png,28.7855_77.5058.png,28.78549999999999,77.5058,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6854_77.5821.png,28.6854_77.5821.png,28.685399999999994,77.58210000000001,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2943_76.9646.png,28.2943_76.9646.png,28.294300000000003,76.9646,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9354_77.5909.png,28.9354_77.5909.png,28.935399999999998,77.5909,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7855_77.3734.png,28.7855_77.3734.png,28.785499999999995,77.3734,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9766_77.4443.png,28.9766_77.4443.png,28.97660000000001,77.4443,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6766_77.3558.png,28.6766_77.3558.png,28.6766,77.3558,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8442_76.8943.png,28.8442_76.8943.png,28.844200000000004,76.8943,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2855_77.0821.png,28.2855_77.0821.png,28.2855,77.0821,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5443_77.4910.png,28.5443_77.4910.png,28.5443,77.491,30,Grassland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.2058.png,28.2090_77.2058.png,28.208999999999993,77.2058,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4266_77.2943.png,28.4266_77.2943.png,28.426600000000008,77.2943,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_76.8910.png,28.2090_76.8910.png,28.209,76.891,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_76.9145.png,28.4556_76.9145.png,28.4556,76.9145,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.5645.png,28.4556_77.5645.png,28.4556,77.5645,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7056_77.4057.png,28.7056_77.4057.png,28.705599999999997,77.4057,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3679_77.2146.png,28.3679_77.2146.png,28.36789999999999,77.2146,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6678_77.2910.png,28.6678_77.2910.png,28.6678,77.291,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5942_77.2234.png,28.5942_77.2234.png,28.5942,77.2234,10,Tree cover,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9678_77.2943.png,28.9678_77.2943.png,28.9678,77.2943,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7354_77.3822.png,28.7354_77.3822.png,28.73539999999999,77.3822,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4590_77.0645.png,28.4590_77.0645.png,28.458999999999996,77.0645,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4090_76.9734.png,28.4090_76.9734.png,28.409000000000006,76.9734,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.5234.png,28.2090_77.5234.png,28.209,77.5234,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7178_76.9443.png,28.7178_76.9443.png,28.71779999999999,76.9443,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9854_77.4409.png,28.9854_77.4409.png,28.985400000000002,77.4409,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2178_77.0146.png,28.2178_77.0146.png,28.2178,77.0146,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3266_77.6410.png,28.3266_77.6410.png,28.326599999999996,77.641,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2855_77.1557.png,28.2855_77.1557.png,28.285499999999995,77.1557,20,Shrubland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2354_76.9910.png,28.2354_76.9910.png,28.2354,76.991,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7354_76.8943.png,28.7354_76.8943.png,28.73539999999999,76.8943,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6267_77.1557.png,28.6267_77.1557.png,28.6267,77.1557,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3855_77.1234.png,28.3855_77.1234.png,28.385500000000004,77.1234,20,Shrubland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.6058.png,28.4556_77.6058.png,28.455599999999993,77.6058,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5766_77.0909.png,28.5766_77.0909.png,28.5766,77.0909,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8767_77.0733.png,28.8767_77.0733.png,28.876700000000003,77.0733,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5590_77.3822.png,28.5590_77.3822.png,28.558999999999994,77.3822,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8057_76.9321.png,28.8057_76.9321.png,28.8057,76.9321,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7266_77.3822.png,28.7266_77.3822.png,28.726599999999998,77.3822,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3855_77.3822.png,28.3855_77.3822.png,28.3855,77.3822,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3590_77.3444.png,28.3590_77.3444.png,28.359000000000005,77.3444,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6267_77.1943.png,28.6267_77.1943.png,28.6267,77.1943,10,Tree cover,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8266_77.4822.png,28.8266_77.4822.png,28.826599999999992,77.4822,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6443_77.3444.png,28.6443_77.3444.png,28.644299999999998,77.3444,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7090_77.4443.png,28.7090_77.4443.png,28.708999999999993,77.4443,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9854_76.9233.png,28.9854_76.9233.png,28.98540000000001,76.9233,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9678_77.5410.png,28.9678_77.5410.png,28.967799999999993,77.541,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7557_77.3910.png,28.7557_77.3910.png,28.755699999999994,77.391,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7056_76.9734.png,28.7056_76.9734.png,28.705599999999997,76.9734,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4178_77.0410.png,28.4178_77.0410.png,28.4178,77.041,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6179_77.1645.png,28.6179_77.1645.png,28.6179,77.1645,10,Tree cover,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6766_76.9145.png,28.6766_76.9145.png,28.6766,76.9145,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7767_76.8558.png,28.7767_76.8558.png,28.77669999999999,76.8558,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4178_77.2646.png,28.4178_77.2646.png,28.417799999999996,77.2646,20,Shrubland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5355_77.1146.png,28.5355_77.1146.png,28.535499999999995,77.1146,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8178_77.4822.png,28.8178_77.4822.png,28.8178,77.4822,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5678_77.5909.png,28.5678_77.5909.png,28.5678,77.5909,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3057_76.8646.png,28.3057_76.8646.png,28.3057,76.8646,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9942_77.4558.png,28.9942_77.4558.png,28.994200000000003,77.4558,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5355_77.2910.png,28.5355_77.2910.png,28.535499999999995,77.291,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8767_77.0322.png,28.8767_77.0322.png,28.876700000000003,77.0322,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5557_77.5909.png,28.5557_77.5909.png,28.555699999999998,77.5909,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3090_77.0443.png,28.3090_77.0443.png,28.309,77.0443,20,Shrubland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4854_77.4409.png,28.4854_77.4409.png,28.4854,77.4409,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8767_77.1146.png,28.8767_77.1146.png,28.876700000000003,77.1146,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2679_77.5146.png,28.2679_77.5146.png,28.267899999999997,77.51460000000002,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4178_77.0443.png,28.4178_77.0443.png,28.417799999999996,77.0443,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7855_77.3321.png,28.7855_77.3321.png,28.785500000000003,77.3321,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2557_77.2444.png,28.2557_77.2444.png,28.255699999999997,77.2444,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8679_77.1410.png,28.8679_77.1410.png,28.867900000000002,77.141,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2266_77.0322.png,28.2266_77.0322.png,28.2266,77.0322,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9678_77.0058.png,28.9678_77.0058.png,28.9678,77.0058,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3556_77.0058.png,28.3556_77.0058.png,28.355599999999995,77.0058,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6854_76.9944.png,28.6854_76.9944.png,28.685399999999994,76.9944,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3090_77.1943.png,28.3090_77.1943.png,28.308999999999997,77.1943,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9354_77.0733.png,28.9354_77.0733.png,28.935400000000005,77.0733,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2090_77.0944.png,28.2090_77.0944.png,28.208999999999996,77.0944,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2266_77.1821.png,28.2266_77.1821.png,28.226599999999994,77.1821,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4057_77.4558.png,28.4057_77.4558.png,28.4057,77.4558,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9556_77.5944.png,28.9556_77.5944.png,28.9556,77.5944,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3057_77.2234.png,28.3057_77.2234.png,28.3057,77.2234,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3442_77.2558.png,28.3442_77.2558.png,28.344199999999997,77.2558,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8266_77.2646.png,28.8266_77.2646.png,28.8266,77.2646,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7943_77.4321.png,28.7943_77.4321.png,28.794299999999996,77.4321,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8855_77.6443.png,28.8855_77.6443.png,28.885500000000004,77.6443,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.0058.png,28.4556_77.0058.png,28.455599999999993,77.0058,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9266_76.8822.png,28.9266_76.8822.png,28.926600000000004,76.8822,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9057_77.4910.png,28.9057_77.4910.png,28.905700000000003,77.491,10,Tree cover,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5057_77.0733.png,28.5057_77.0733.png,28.5057,77.0733,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2354_77.1234.png,28.2354_77.1234.png,28.235400000000002,77.1234,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6355_77.5645.png,28.6355_77.5645.png,28.6355,77.5645,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7557_77.3822.png,28.7557_77.3822.png,28.755699999999987,77.3822,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3679_77.2058.png,28.3679_77.2058.png,28.36789999999999,77.2058,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8943_76.8558.png,28.8943_76.8558.png,28.89429999999999,76.8558,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5678_77.3409.png,28.5678_77.3409.png,28.567799999999995,77.3409,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9766_77.2234.png,28.9766_77.2234.png,28.9766,77.2234,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8679_76.9443.png,28.8679_76.9443.png,28.867900000000002,76.9443,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8943_77.2910.png,28.8943_77.2910.png,28.894299999999994,77.291,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4090_77.4145.png,28.4090_77.4145.png,28.408999999999995,77.4145,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2557_77.3558.png,28.2557_77.3558.png,28.255699999999994,77.3558,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6091_76.8646.png,28.6091_76.8646.png,28.6091,76.8646,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5766_77.6322.png,28.5766_77.6322.png,28.5766,77.6322,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8266_77.5944.png,28.8266_77.5944.png,28.826599999999992,77.5944,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6179_77.4409.png,28.6179_77.4409.png,28.617899999999995,77.4409,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8767_76.9145.png,28.8767_76.9145.png,28.87670000000001,76.9145,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8855_77.3321.png,28.8855_77.3321.png,28.885500000000004,77.3321,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5557_77.1146.png,28.5557_77.1146.png,28.555699999999998,77.1146,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4090_76.9910.png,28.4090_76.9910.png,28.409,76.991,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2767_76.9057.png,28.2767_76.9057.png,28.2767,76.9057,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4556_77.6234.png,28.4556_77.6234.png,28.455599999999993,77.6234,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5091_77.5058.png,28.5091_77.5058.png,28.5091,77.5058,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8556_77.3910.png,28.8556_77.3910.png,28.855599999999992,77.391,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8556_77.5146.png,28.8556_77.5146.png,28.8556,77.51460000000002,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9590_77.3057.png,28.9590_77.3057.png,28.959000000000007,77.3057,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9590_77.1821.png,28.9590_77.1821.png,28.959000000000003,77.1821,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8057_77.3057.png,28.8057_77.3057.png,28.80570000000001,77.3057,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2591_77.0322.png,28.2591_77.0322.png,28.259099999999993,77.0322,20,Shrubland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3057_77.0909.png,28.3057_77.0909.png,28.305699999999998,77.0909,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5057_76.9910.png,28.5057_76.9910.png,28.5057,76.991,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.9590_77.1410.png,28.9590_77.1410.png,28.958999999999996,77.141,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.5854_77.1645.png,28.5854_77.1645.png,28.585399999999996,77.1645,10,Tree cover,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8767_77.4944.png,28.8767_77.4944.png,28.876700000000003,77.4944,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.3590_77.5557.png,28.3590_77.5557.png,28.358999999999998,77.5557,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.2591_77.5443.png,28.2591_77.5443.png,28.259099999999997,77.5443,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7855_77.6410.png,28.7855_77.6410.png,28.78549999999999,77.641,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4442_77.0058.png,28.4442_77.0058.png,28.444200000000002,77.0058,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.8556_77.2410.png,28.8556_77.2410.png,28.855599999999992,77.241,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6678_77.5909.png,28.6678_77.5909.png,28.6678,77.5909,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.6678_76.9145.png,28.6678_76.9145.png,28.6678,76.9145,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4942_77.5322.png,28.4942_77.5322.png,28.4942,77.5322,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4854_77.5058.png,28.4854_77.5058.png,28.4854,77.5058,50,Built-up,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4178_77.4443.png,28.4178_77.4443.png,28.417799999999996,77.4443,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.4266_77.4734.png,28.4266_77.4734.png,28.426599999999997,77.4734,40,Cropland,0.0,train
C:\Users\ASUS\Desktop\IIT_GN\Earth_Observation\Data\rgb\28.7090_76.8943.png,28.7090_76.8943.png,28.708999999999993,76.8943,50,Built-up,0.0,train
